sku,post_status,post_title,attributes,pa_color,pa_size,pa_brand,post_content,post_excerpt,category,tags,manage_stock,stock_status,backorders,stock,price,regular_price,sale_price,weight,length,width,height,images,tax_status,tax_class,visibility,featured,
7-16076-23000-4,publish,Weld-Crete,5-Gal,NA,5-Gal,Larsen Products,"Weld-Crete bonds new concrete, stucco, tile setting beds and terrazzo to any structurally sound surface, interior or exterior. Use Weld-Crete’s open time to your advantage in bonding to concrete shear walls when you need a time lapse between application of bonding agent, placement of reinforcement steel, placement of formwork and placement of concrete.  The original chemical concrete bonding agent, Weld-Crete incorporates polyvinyl acetate homopolymer in a patented formulation. For exterior and interior use, Weld-Crete will bond new concrete, Portland cement plaster and cementitious mixes to structurally sound concrete floors, walls, columns, beams, steps and ramps. Weld-Crete can be ""painted on"" in a single application 1 hour to 10 days prior to concrete placement.  Coverages 200 to 300 sq. ft./gallon, approximately, depending upon method of application, temperatures, porosity and texture of the substrate.  Weld-Crete is also used for: bonding setting beds for ceramic tile; bonding Portland cement plaster and stucco mixes; and to bond to surfaces such as brick, block, tile, marble, metal, glass block, soundly adhered paint (non-soluble in water, i.e. casien and calcimine paints), and silicone.","For bonding new cement to any clean, structurally sound, exisiting concrete  surface. ",PRODUCTS FOR CONCRETE | Bonding Agents |  Weld-Crete,Weld Bond | Blue Bonding agent | Concrete Bonding | Construction Products | Larsen Products | Concrete Repair | Cement Bonding agent |Concrete bonding adhesive,NO,instock,no,,133.95,179.55,133.95,880,31,31,38,http://i.imgur.com/xRC8xen.jpg,taxable,standard,visible,yes,
7-16076-11000-9,publish,Plaster-Weld,Quart,NA,Quart,Larsen Products,"Plaster-Weld bonds new plaster to any clean, structurally sound, interior surface. The original chemical plaster bonding agent is a patented formulation incorporating polyvinyl acetate homopolymer. DESIGNED FOR INTERIOR USE ONLY, the high performance bonding of one-coat finish plaster and/or two and three coat work to concrete ceilings, walls, columns, beams, and other structurally sound surfaces. Plaster-Weld prepares the surface to allow you to plaster directly to concrete over electric radiant heat cable, and to bond cement mortar beds to smooth concrete for installation of rigid foam insulation. Concrete, brick, block, glass, ceramic tile, wallboard, metals (e.g. sheet lead in x-ray rooms) and marble are suitable sound surfaces, structurally. Plaster-Weld can be used over paints having oil, rubber or vinyl bases, and over silicone-treated surfaces, as well as latex paints.","For bonding new plaster to any clean, structurally sound, interior surface. ",PRODUCTS FOR CONCRETE | Bonding Agents |  Plaster-Weld,Plaster Weld | Pink Bonding agent | Plaster Bonding | Construction Products | Larsen Products | Concrete Repair | Interior Plaster Weld |wet Plaster adhesive,NO,instock,no,,12.99,19.99,12.99,48,10,10,13,http://i.imgur.com/U16W59W.jpg,taxable,standard,visible,yes,
7-16076-12000-8,publish,Plaster-Weld,1-Gal,NA,1-Gal,Larsen Products,"Plaster-Weld bonds new plaster to any clean, structurally sound, interior surface. The original chemical plaster bonding agent is a patented formulation incorporating polyvinyl acetate homopolymer. DESIGNED FOR INTERIOR USE ONLY, the high performance bonding of one-coat finish plaster and/or two and three coat work to concrete ceilings, walls, columns, beams, and other structurally sound surfaces. Plaster-Weld prepares the surface to allow you to plaster directly to concrete over electric radiant heat cable, and to bond cement mortar beds to smooth concrete for installation of rigid foam insulation. Concrete, brick, block, glass, ceramic tile, wallboard, metals (e.g. sheet lead in x-ray rooms) and marble are suitable sound surfaces, structurally. Plaster-Weld can be used over paints having oil, rubber or vinyl bases, and over silicone-treated surfaces, as well as latex paints.","For bonding new plaster to any clean, structurally sound, interior surface. ",PRODUCTS FOR CONCRETE | Bonding Agents |  Plaster-Weld,Plaster Weld | Pink Bonding agent | Plaster Bonding | Construction Products | Larsen Products | Concrete Repair | Interior Plaster Weld |wet Plaster adhesive,NO,instock,no,,29.39,35.75,29.39,32,41,21,21,http://i.imgur.com/DRwmz8w.jpg,taxable,standard,visible,yes,
7-16076-13000-7,publish,Plaster-Weld,5-Gal,NA,5-Gal,Larsen Products,"Plaster-Weld bonds new plaster to any clean, structurally sound, interior surface. The original chemical plaster bonding agent is a patented formulation incorporating polyvinyl acetate homopolymer. DESIGNED FOR INTERIOR USE ONLY, the high performance bonding of one-coat finish plaster and/or two and three coat work to concrete ceilings, walls, columns, beams, and other structurally sound surfaces. Plaster-Weld prepares the surface to allow you to plaster directly to concrete over electric radiant heat cable, and to bond cement mortar beds to smooth concrete for installation of rigid foam insulation. Concrete, brick, block, glass, ceramic tile, wallboard, metals (e.g. sheet lead in x-ray rooms) and marble are suitable sound surfaces, structurally. Plaster-Weld can be used over paints having oil, rubber or vinyl bases, and over silicone-treated surfaces, as well as latex paints.","For bonding new plaster to any clean, structurally sound, interior surface. ",PRODUCTS FOR CONCRETE | Bonding Agents |  Plaster-Weld,Plaster Weld | Pink Bonding agent | Plaster Bonding | Construction Products | Larsen Products | Concrete Repair | Interior Plaster Weld |wet Plaster adhesive,NO,instock,no,,131.95,176.99,131.95,880,31,31,38,http://i.imgur.com/43WF13f.jpg,taxable,standard,visible,yes,
7-16076-32000-2,publish,Admix-101,1-Gal,NA,1-Gal,Larsen Products,"Acrylic Ad-Mix101 is an organic polymer, a white, milky liquid. It is mixed with varying proportions of water according to the performance required to create a hard, durable surface which is resistant to most chemicals and acids. Acrylic Ad-Mix101 has excellent water and weather resistance, improves curing qualities, and reduces shrinkage cracking.","Acrylic Ad-Mix 101 Is An Integrally Added Bonding Agent To Bond New Concrete, Portland Cement Plaster, And Mortar Mixes",PRODUCTS FOR CONCRETE | Bonding Agents |  Admix 101,Admix 101| Bonding agent | Concrete Bonding | Construction Products | Larsen Products | Concrete Repair | Cement Bonding agent |Concrete bonding adhesive | Stucco bonding adhesive,NO,instock,no,,26.79,33.79,26.79,32,41,21,21,http://i21.geccdn.net/site/images/n-picgroup/30601507.jpg,taxable,standard,visible,yes,
7-16076-33000-1,publish,Admix-101,5-Gal,NA,5-Gal,Larsen Products,"Acrylic Ad-Mix101 is an organic polymer, a white, milky liquid. It is mixed with varying proportions of water according to the performance required to create a hard, durable surface which is resistant to most chemicals and acids. Acrylic Ad-Mix101 has excellent water and weather resistance, improves curing qualities, and reduces shrinkage cracking.","Acrylic Ad-Mix 101 Is An Integrally Added Bonding Agent To Bond New Concrete, Portland Cement Plaster, And Mortar Mixes",PRODUCTS FOR CONCRETE | Bonding Agents |  Admix 101,Admix 101| Bonding agent | Concrete Bonding | Construction Products | Larsen Products | Concrete Repair | Cement Bonding agent |Concrete bonding adhesive | Stucco bonding adhesive,NO,instock,no,,115.95,143.15,115.95,880,31,31,38,http://i21.geccdn.net/site/images/n-picgroup/30601507.jpg,taxable,standard,visible,yes,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-45397-20373-5,publish,Larry Light 8 LED Work Light,Each,Red #5894,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-01912-1,publish,Larry LED Flash Light,Each,Blue #5895,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-20373-5,publish,Larry LED Flash Light,Each,Gray #5896,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-20373-5,publish,Larry LED Flash Light,Each,Yellow #5897,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-93008-2,publish,Larry LED Flash Light,Each,Camo #6221,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-06812-9,publish,Larry LED Flash Light,Each,Pink #5957,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=u7hcTlV4wv8""][/vc_column][vc_column width=""1/2""][vc_column_text]
Larry Light 8 LED Work Light with Magnetic Clip.  Let there be Larry; let there be light! The Larry 8 LED Pocket Work Light is a must have tool for all our contractor customers. 8 powerful LEDs provide 60 lumens of bright white light to make sure you do your best work as efficiently and safely as possible. The rotating magnetic clip gives you convenient hands-free lighting by attaching to virtually anything including clipping on your pocket. A reinforced body makes the Larry shock-proof and water-resistant and almost indestructible! The Larry 8 LED Pocket Work Light is perfect for any job! It comes in 6 body colors, Red, Blue, Yellow, Gray, Camo, or Pink (for the Lady in your life), pick your Larry Light color.  3 AAA batteries (included) [/vc_column_text][/vc_column][/vc_row]",8 LED Pocket Work Light,SAFETY | Flashlights|Larry Light 8 LED Work Light,Larry Light| Lucy Light |LED Pocket Work Light | LED Torch Light | LED Flashlight | HVAC Flashlight | Contractors Flashlight,NO,instock,no,,9.99,15.99,9.99,16,18,3,5,http://i.imgur.com/AhBIKXA.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=u7hcTlV4wv8
6-45397-92981-9,publish,WorkBRITE LED Flashlight,Each,Gray #6152,Each,NEBO,"WORKBRITE LED adapts to your work environment, making it the handiest of work lights. The WORKBRITE features three different ways to provide you with hands-free lighting for the task at hand: a hanging hook, a 200º pivoting stand and a magnetic base. Whether you are under the hood, under the sink, or just out in the dark, the WORKBRITE works great for any application. WORKBRITE...It stands! It hooks!  It sticks!  It lights!  It WORKS!  Water and impact-resistant, Ergonomic non-slip grip, 200º pivoting magnetic stand, Collapsible, hanging hook.  Powered by 4 AAA batteries (included)",Contractors Worklight,SAFETY | Flashlights|WorkBRITE LED Flashlight,LED Light| Work Light |LED WorkBRIGHT | LED Garage Light | LED Flashlight | HVAC Flashlight | Contractors LED Flashlight | Mechanics Flashlight,NO,instock,no,,21.99,25.99,21.99,16,20,5,5,http://i.imgur.com/wt6eBoM.jpg,taxable,standard,visible,yes,
6-45397-92981-9,publish,WorkBRITE LED Flashlight,Each,Red #6153,Each,NEBO,"WORKBRITE LED adapts to your work environment, making it the handiest of work lights. The WORKBRITE features three different ways to provide you with hands-free lighting for the task at hand: a hanging hook, a 200º pivoting stand and a magnetic base. Whether you are under the hood, under the sink, or just out in the dark, the WORKBRITE works great for any application. WORKBRITE...It stands! It hooks!  It sticks!  It lights!  It WORKS!  Water and impact-resistant, Ergonomic non-slip grip, 200º pivoting magnetic stand, Collapsible, hanging hook.  Powered by 4 AAA batteries (included)",Contractors Worklight,SAFETY | Flashlights|WorkBRITE LED Flashlight,LED Light| Work Light |LED WorkBRIGHT | LED Garage Light | LED Flashlight | HVAC Flashlight | Contractors LED Flashlight | Mechanics Flashlight,NO,instock,no,,21.99,25.99,21.99,16,20,5,5,http://i.imgur.com/wt6eBoM.jpg,taxable,standard,visible,yes,
6-45397-92981-9,publish,WorkBRITE LED Flashlight,Each,Orange #6154,Each,NEBO,"WORKBRITE LED adapts to your work environment, making it the handiest of work lights. The WORKBRITE features three different ways to provide you with hands-free lighting for the task at hand: a hanging hook, a 200º pivoting stand and a magnetic base. Whether you are under the hood, under the sink, or just out in the dark, the WORKBRITE works great for any application. WORKBRITE...It stands! It hooks!  It sticks!  It lights!  It WORKS!  Water and impact-resistant, Ergonomic non-slip grip, 200º pivoting magnetic stand, Collapsible, hanging hook.  Powered by 4 AAA batteries (included)",Contractors Worklight,SAFETY | Flashlights|WorkBRITE LED Flashlight,LED Light| Work Light |LED WorkBRIGHT | LED Garage Light | LED Flashlight | HVAC Flashlight | Contractors LED Flashlight | Mechanics Flashlight,NO,instock,no,,21.99,25.99,21.99,16,20,5,5,http://i.imgur.com/wt6eBoM.jpg,taxable,standard,visible,yes,
6-45397-92981-9,publish,WorkBRITE LED Flashlight,Each,Yellow #6155,Each,NEBO,"WORKBRITE LED adapts to your work environment, making it the handiest of work lights. The WORKBRITE features three different ways to provide you with hands-free lighting for the task at hand: a hanging hook, a 200º pivoting stand and a magnetic base. Whether you are under the hood, under the sink, or just out in the dark, the WORKBRITE works great for any application. WORKBRITE...It stands! It hooks!  It sticks!  It lights!  It WORKS!  Water and impact-resistant, Ergonomic non-slip grip, 200º pivoting magnetic stand, Collapsible, hanging hook.  Powered by 4 AAA batteries (included)",Contractors Worklight,SAFETY | Flashlights|WorkBRITE LED Flashlight,LED Light| Work Light |LED WorkBRIGHT | LED Garage Light | LED Flashlight | HVAC Flashlight | Contractors LED Flashlight | Mechanics Flashlight,NO,instock,no,,21.99,25.99,21.99,16,20,5,5,http://i.imgur.com/wt6eBoM.jpg,taxable,standard,visible,yes,
6-45397-92985-7,publish,SLYDE LED Flashlight,Each,Black #6156,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=Zq74tZUkU2A""][/vc_column][vc_column width=""1/2""][vc_column_text]
SLYDE LED Worklight features a powerful LED flashlight and COB work light all in one. At first glance, the SLYDE™ appears to be a simple, strong flashlight, emitting 250 lumens of intense white light…and it is! However, you will see the SLYDE™ is much more. The body of the SLYDE™ conceals a powerful 190 lumen work light. To reveal the COB work light, just SLYDE to open!   Anodized aircraft-grade aluminum;  water and impact-resistant. Base features a strong magnet for holding the flashlight in place when your hands are full.  Powered by 4 AAA batteries (included).   [/vc_column_text][/vc_column][/vc_row]",LED Flashlight & Work Light in one!,SAFETY | Flashlights|SLYDE LED Flashlight,SLYDE| Work Light |LED Flash Light | LED Contractor Light | LED Flashlight | HVAC Flashlight | Contractors Work light,NO,instock,no,,29.99,39.99,29.99,16,20,5,5,http://i.imgur.com/wUQBap2.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=Zq74tZUkU2A
6-45397-02712-6,publish,BAT LED FlashLight,Each,Black,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=bjQfcUuDNCo""][/vc_column][vc_column width=""1/2""][vc_column_text]
BAT LED Light is a multi-mode tactical flashlight and protection device in a sleek, anodized aircraft grade aluminum housing. The high-powered light produces 200 lumens of bright white light, which will cause temporary blindness when viewed directly. The BAT Light™ has 3 operational light modes: click the power button once for 100% light which produces 200 lumens; click twice for 50% light for 100 lumens; click three times for defensive strobe mode at a stunning 200 lumens. The BAT Light™ features up to 8 hours of continuous illumination, and has an impact and water-resistant body. Ideal for military, law enforcement, and self-defense.  [/vc_column_text][/vc_column][/vc_row]",Multi-mode Tactical Flashlight and Protection device ,SAFETY | Flashlights|BAT LED FlashLight,BAT Light| Tactical Light |LED Flash Light | LED SWAT Light | LED Police Flashlight | Military Flashlight | Contractors Flashlight,NO,instock,no,,39.99,49.95,39.99,16,51,18,8,http://i.imgur.com/Mjtnbb0.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=bjQfcUuDNCo
6-45397-90050-4,publish,Lock-Blade Utility Knife,Each,NA,Each,NEBO,"[vc_row][vc_column width=""1/2""][vc_video link=""https://www.youtube.com/watch?v=we_4S2HwM6M""][/vc_column][vc_column width=""1/2""][vc_column_text]
Folding Lock-Blade Utility Knife uses a quick-change feature making it easier to change the blade without any tools. The utility knife accepts all standard utility blades and incorporates a blade lock system, which makes this a safe, strong and secure knife that can be unlocked with one hand [/vc_column_text][/vc_column][/vc_row]",Folding Utility Knife,TOOLS & ACCESSORIES | Cutting Tools |Lock-Blade Utility Knife,Razor Knife| Safety Knife |Folding Razor Knife |Nebo Knife | Contractors Knife | Utility Knife| Caulking Knife,NO,instock,no,,5.99,9.99,5.99,16,20,5,5,http://i.imgur.com/y3w39no.jpg,taxable,standard,visible,yes,https://www.youtube.com/watch?v=we_4S2HwM6M
6-45397-04512-0,publish,X-Lens Safety Glasses,Each,Clear Lens #5934,Each,NEBO,"X-Lens Safety Glasses are stylish professional safety glasses that provide complete wrap-around protection. Frames are constructed of lightweight nylon for durability and comfort. The lenses are a high-grade polycarbonate lens that provides 99.9% UVA and UVB protection. The lenses are anti-static, anti-scratch, anti-fog, and anti-UVA/UVB. A comfortable rubber nosepiece, adjustable temples and foam padding on the brow make these the ultimate in comfort safety wear. These glasses meet ANSI Z87.1 National Safety Standards, and comply with OSHA requirements for industrial eyewear. ",Safety Glasses,SAFETY | Eye Protection|X-Lens Safety Glasses,Safety Glasses| UV Glasses |Nebo X-Lens | Contractors Safety Glasses ,NO,instock,no,,11.99,19.99,11.99,8,20,10,10,http://i.imgur.com/QuENVU7.jpg,taxable,standard,visible,yes,
6-45397-04612-7,publish,X-Lens Safety Glasses,Each,Smoke Lens #5935,Each,NEBO,"X-Lens Safety Glasses are stylish professional safety glasses that provide complete wrap-around protection. Frames are constructed of lightweight nylon for durability and comfort. The lenses are a high-grade polycarbonate lens that provides 99.9% UVA and UVB protection. The lenses are anti-static, anti-scratch, anti-fog, and anti-UVA/UVB. A comfortable rubber nosepiece, adjustable temples and foam padding on the brow make these the ultimate in comfort safety wear. These glasses meet ANSI Z87.1 National Safety Standards, and comply with OSHA requirements for industrial eyewear. ",Safety Glasses,SAFETY | Eye Protection|X-Lens Safety Glasses,Safety Glasses| UV Glasses |Nebo X-Lens | Contractors Safety Glasses ,NO,instock,no,,11.99,19.99,11.99,8,20,10,10,http://i.imgur.com/aTJQwRP.jpg,taxable,standard,visible,yes,
6-45397-92953-6,publish,X-Lens Safety Glasses,Each,Yellow Lens #6097,Each,NEBO,"X-Lens Safety Glasses are stylish professional safety glasses that provide complete wrap-around protection. Frames are constructed of lightweight nylon for durability and comfort. The lenses are a high-grade polycarbonate lens that provides 99.9% UVA and UVB protection. The lenses are anti-static, anti-scratch, anti-fog, and anti-UVA/UVB. A comfortable rubber nosepiece, adjustable temples and foam padding on the brow make these the ultimate in comfort safety wear. These glasses meet ANSI Z87.1 National Safety Standards, and comply with OSHA requirements for industrial eyewear. ",Safety Glasses,SAFETY | Eye Protection|X-Lens Safety Glasses,Safety Glasses| UV Glasses |Nebo X-Lens | Contractors Safety Glasses ,NO,instock,no,,11.99,19.99,11.99,8,20,10,10,http://i.imgur.com/YWTWhdC.jpg,taxable,standard,visible,yes,
6-45397-92920-8,publish,Emergency Power Supply,Each,NA,Each,NEBO,"Essential Emergency Power Supply (EEPS) helps you be prepared! Whether enjoying the great outdoors or weathering the storm indoors, this multi-function backup power source has the means to keep you going. The EEPS features AC/DC plugs and USB ports to power TV’s, computers, radios, cell phones, mp3 players, fans, lamps and much more. The EEPS features a bright 100 lumen flashlight. Surrounding the flashlight are 3 emergency red LEDs that will run 200 hours on a full charge. Be prepared! EEPS gives you portable emergency power – Anytime You Need It!",Emergency Power Supply Unit,TOOLS & ACCESSORIES | Tools|Emergency Power Supply,Backup Power Supply| Contractors Generator |Emergency power supply,NO,instock,no,,249.95,315.95,249.95,304,41,39,28,http://i.imgur.com/hTfoNqe.jpg,taxable,standard,visible,yes,
,,,,,,,,,,,,,,,,,,,,,,,,,,
0-79941-27412-2,publish,Drylok Original Latex Base,Quart,White,Quart,UGL,"DRYLOK® Masonry Waterproofing Original Latex Base is a smooth waterproof paint is perfect for the most demanding conditions. Ideal for interior, exterior, above or below grade masonry walls, basement walls, retaining walls, foundations, landscape walls, cinder blocks, concrete blocks, bare concrete swimming pools, stucco and brick. Flexible Encapsulated Polymer used for the ultimate in waterproof protection. Specially formulated to resist mildew growth on the paint film. Stops 12 psi, that's greater than a wall of water 26 feet high! United Gilsonite Laboratories 27512 1 Quart Drylok Latex Base Masonry Waterproofer, White Features: Masonry waterproofer Drylok series Latex base Use for interior, exterior, above or below grade masonry walls, cinder and concrete blocks",Liquid Applied waterproofing,PRODUCTS FOR CONCRETE | Waterproofing |  Drylok Original Latex Base,Drylok | Drylok Original | Concrete waterproofing | Construction Products | UGL Drylok | ,NO,instock,no,,9.99,14.99,9.99,48,10,10,13,http://i.imgur.com/Be4Rc5G.jpg,taxable,standard,visible,yes
0-79941-27513-6,publish,Drylok Original Latex Base,1-Gal,White,1-Gal,UGL,"DRYLOK® Masonry Waterproofing Original Latex Base is a smooth waterproof paint is perfect for the most demanding conditions. Ideal for interior, exterior, above or below grade masonry walls, basement walls, retaining walls, foundations, landscape walls, cinder blocks, concrete blocks, bare concrete swimming pools, stucco and brick. Flexible Encapsulated Polymer used for the ultimate in waterproof protection. Specially formulated to resist mildew growth on the paint film. Stops 12 psi, that's greater than a wall of water 26 feet high! United Gilsonite Laboratories 27512 1 Quart Drylok Latex Base Masonry Waterproofer, White Features: Masonry waterproofer Drylok series Latex base Use for interior, exterior, above or below grade masonry walls, cinder and concrete blocks",Liquid Applied waterproofing,PRODUCTS FOR CONCRETE | Waterproofing |  Drylok Original Latex Base,Drylok | Drylok Original | Concrete waterproofing | Construction Products | UGL Drylok | ,NO,instock,no,,25.98,37.79,25.98,128,41,21,21,http://i.imgur.com/zYzNqUy.jpg,taxable,standard,visible,yes
0-79941-27613-3,publish,Drylok Original Latex Base,1-Gal,Gray,1-Gal,UGL,"DRYLOK® Masonry Waterproofing Original Latex Base is a smooth waterproof paint is perfect for the most demanding conditions. Ideal for interior, exterior, above or below grade masonry walls, basement walls, retaining walls, foundations, landscape walls, cinder blocks, concrete blocks, bare concrete swimming pools, stucco and brick. Flexible Encapsulated Polymer used for the ultimate in waterproof protection. Specially formulated to resist mildew growth on the paint film. Stops 12 psi, that's greater than a wall of water 26 feet high! United Gilsonite Laboratories 27512 1 Quart Drylok Latex Base Masonry Waterproofer, White Features: Masonry waterproofer Drylok series Latex base Use for interior, exterior, above or below grade masonry walls, cinder and concrete blocks",Liquid Applied waterproofing,PRODUCTS FOR CONCRETE | Waterproofing |  Drylok Original Latex Base,Drylok | Drylok Original | Concrete waterproofing | Construction Products | UGL Drylok | ,NO,instock,no,,25.98,37.79,25.98,128,41,21,21,http://i.imgur.com/tk4rx4B.jpg,taxable,standard,visible,yes
0-79941-27713-0,publish,Drylok Original Latex Base,1-Gal,Beige,1-Gal,UGL,"DRYLOK® Masonry Waterproofing Original Latex Base is a smooth waterproof paint is perfect for the most demanding conditions. Ideal for interior, exterior, above or below grade masonry walls, basement walls, retaining walls, foundations, landscape walls, cinder blocks, concrete blocks, bare concrete swimming pools, stucco and brick. Flexible Encapsulated Polymer used for the ultimate in waterproof protection. Specially formulated to resist mildew growth on the paint film. Stops 12 psi, that's greater than a wall of water 26 feet high! United Gilsonite Laboratories 27512 1 Quart Drylok Latex Base Masonry Waterproofer, White Features: Masonry waterproofer Drylok series Latex base Use for interior, exterior, above or below grade masonry walls, cinder and concrete blocks",Liquid Applied waterproofing,PRODUCTS FOR CONCRETE | Waterproofing |  Drylok Original Latex Base,Drylok | Drylok Original | Concrete waterproofing | Construction Products | UGL Drylok | ,NO,instock,no,,25.98,37.79,25.98,128,41,21,21,http://i.imgur.com/tk4rx4B.jpg,taxable,standard,visible,yes
